time,value
1.399000,0.246844
1.400000,0.246597
1.401000,0.246350
1.402000,0.246104
1.403000,0.245858
1.404000,0.245613
1.405000,0.245367
1.406000,0.245122
1.407000,0.244877
1.408000,0.244632
1.409000,0.244388
1.410000,0.244143
1.411000,0.243899
1.412000,0.243655
1.413000,0.243412
1.414000,0.243169
1.415000,0.242926
1.416000,0.242683
1.417000,0.242440
1.418000,0.242198
1.419000,0.241956
1.420000,0.241714
1.421000,0.241472
1.422000,0.241231
1.423000,0.240990
1.424000,0.240749
1.425000,0.240508
1.426000,0.240268
1.427000,0.240028
1.428000,0.239788
1.429000,0.239548
1.430000,0.239309
1.431000,0.239070
1.432000,0.238831
1.433000,0.238592
1.434000,0.238354
1.435000,0.238115
1.436000,0.237877
1.437000,0.237640
1.438000,0.237402
1.439000,0.237165
1.440000,0.236928
1.441000,0.236691
1.442000,0.236454
1.443000,0.236218
1.444000,0.235982
1.445000,0.235746
1.446000,0.235510
1.447000,0.235275
1.448000,0.235040
1.449000,0.234805
1.450000,0.234570
1.451000,0.234336
1.452000,0.234102
1.453000,0.233868
1.454000,0.233634
1.455000,0.233400
1.456000,0.233167
1.457000,0.232934
1.458000,0.232701
1.459000,0.232469
1.460000,0.232236
1.461000,0.232004
1.462000,0.231772
1.463000,0.231541
1.464000,0.231309
1.465000,0.231078
1.466000,0.230847
1.467000,0.230616
1.468000,0.230386
1.469000,0.230156
1.470000,0.229925
1.471000,0.229696
1.472000,0.229466
1.473000,0.229237
1.474000,0.229008
1.475000,0.228779
1.476000,0.228550
1.477000,0.228322
1.478000,0.228093
1.479000,0.227865
1.480000,0.227638
1.481000,0.227410
1.482000,0.227183
1.483000,0.226956
1.484000,0.226729
1.485000,0.226502
1.486000,0.226276
1.487000,0.226050
1.488000,0.225824
1.489000,0.225598
1.490000,0.225373
1.491000,0.225147
1.492000,0.224922
1.493000,0.224698
1.494000,0.224473
1.495000,0.224249
1.496000,0.224024
1.497000,0.223801
1.498000,0.223577
1.499000,0.223353
1.500000,0.223130
1.501000,0.222907
1.502000,0.222684
1.503000,0.222462
1.504000,0.222239
1.505000,0.222017
1.506000,0.221795
1.507000,0.221574
1.508000,0.221352
1.509000,0.221131
1.510000,0.220910
1.511000,0.220689
1.512000,0.220469
1.513000,0.220248
1.514000,0.220028
1.515000,0.219808
1.516000,0.219588
1.517000,0.219369
1.518000,0.219150
1.519000,0.218931
1.520000,0.218712
1.521000,0.218493
1.522000,0.218275
1.523000,0.218057
1.524000,0.217839
1.525000,0.217621
1.526000,0.217404
1.527000,0.217186
1.528000,0.216969
1.529000,0.216752
1.530000,0.216536
1.531000,0.216319
1.532000,0.216103
1.533000,0.215887
1.534000,0.215671
1.535000,0.215456
1.536000,0.215240
1.537000,0.215025
1.538000,0.214810
1.539000,0.214596
1.540000,0.214381
1.541000,0.214167
1.542000,0.213953
1.543000,0.213739
1.544000,0.213525
1.545000,0.213312
1.546000,0.213099
1.547000,0.212886
1.548000,0.212673
1.549000,0.212460
1.550000,0.212248
1.551000,0.212036
1.552000,0.211824
1.553000,0.211612
1.554000,0.211401
1.555000,0.211189
1.556000,0.210978
1.557000,0.210767
1.558000,0.210557
1.559000,0.210346
1.560000,0.210136
1.561000,0.209926
1.562000,0.209716
1.563000,0.209507
1.564000,0.209297
1.565000,0.209088
1.566000,0.208879
1.567000,0.208670
1.568000,0.208462
1.569000,0.208253
1.570000,0.208045
1.571000,0.207837
1.572000,0.207630
1.573000,0.207422
1.574000,0.207215
1.575000,0.207008
1.576000,0.206801
1.577000,0.206594
1.578000,0.206387
1.579000,0.206181
1.580000,0.205975
1.581000,0.205769
1.582000,0.205564
1.583000,0.205358
1.584000,0.205153
1.585000,0.204948
1.586000,0.204743
1.587000,0.204538
1.588000,0.204334
1.589000,0.204130
1.590000,0.203926
1.591000,0.203722
1.592000,0.203518
1.593000,0.203315
1.594000,0.203112
1.595000,0.202909
1.596000,0.202706
1.597000,0.202503
1.598000,0.202301
1.599000,0.202099
1.600000,0.201897
1.601000,0.201695
1.602000,0.201493
1.603000,0.201292
1.604000,0.201091
1.605000,0.200890
1.606000,0.200689
1.607000,0.200488
1.608000,0.200288
1.609000,0.200088
1.610000,0.199888
1.611000,0.199688
1.612000,0.199488
1.613000,0.199289
1.614000,0.199090
1.615000,0.198891
1.616000,0.198692
1.617000,0.198493
1.618000,0.198295
1.619000,0.198097
1.620000,0.197899
1.621000,0.197701
1.622000,0.197503
1.623000,0.197306
1.624000,0.197109
1.625000,0.196912
1.626000,0.196715
1.627000,0.196518
1.628000,0.196322
1.629000,0.196126
1.630000,0.195930
1.631000,0.195734
1.632000,0.195538
1.633000,0.195343
1.634000,0.195147
1.635000,0.194952
1.636000,0.194758
1.637000,0.194563
1.638000,0.194368
1.639000,0.194174
1.640000,0.193980
1.641000,0.193786
1.642000,0.193592
1.643000,0.193399
1.644000,0.193206
1.645000,0.193013
1.646000,0.192820
1.647000,0.192627
1.648000,0.192434
1.649000,0.192242
1.650000,0.192050
1.651000,0.191858
1.652000,0.191666
1.653000,0.191475
1.654000,0.191283
1.655000,0.191092
1.656000,0.190901
1.657000,0.190710
1.658000,0.190520
1.659000,0.190329
1.660000,0.190139
1.661000,0.189949
1.662000,0.189759
1.663000,0.189569
1.664000,0.189380
1.665000,0.189191
1.666000,0.189002
1.667000,0.188813
1.668000,0.188624
1.669000,0.188435
1.670000,0.188247
1.671000,0.188059
1.672000,0.187871
1.673000,0.187683
1.674000,0.187496
1.675000,0.187308
1.676000,0.187121
1.677000,0.186934
1.678000,0.186747
1.679000,0.186560
1.680000,0.186374
1.681000,0.186188
1.682000,0.186002
1.683000,0.185816
1.684000,0.185630
1.685000,0.185444
1.686000,0.185259
1.687000,0.185074
1.688000,0.184889
1.689000,0.184704
1.690000,0.184520
1.691000,0.184335
1.692000,0.184151
1.693000,0.183967
1.694000,0.183783
1.695000,0.183599
1.696000,0.183416
1.697000,0.183232
1.698000,0.183049
1.699000,0.182866
1.700000,0.182684
1.701000,0.182501
1.702000,0.182319
1.703000,0.182136
1.704000,0.181954
1.705000,0.181772
1.706000,0.181591
1.707000,0.181409
1.708000,0.181228
1.709000,0.181047
1.710000,0.180866
1.711000,0.180685
1.712000,0.180504
1.713000,0.180324
1.714000,0.180144
1.715000,0.179964
1.716000,0.179784
1.717000,0.179604
1.718000,0.179425
1.719000,0.179245
1.720000,0.179066
1.721000,0.178887
1.722000,0.178708
1.723000,0.178530
1.724000,0.178351
1.725000,0.178173
1.726000,0.177995
1.727000,0.177817
1.728000,0.177639
1.729000,0.177462
1.730000,0.177284
1.731000,0.177107
1.732000,0.176930
1.733000,0.176753
1.734000,0.176577
1.735000,0.176400
1.736000,0.176224
1.737000,0.176048
1.738000,0.175872
1.739000,0.175696
1.740000,0.175520
1.741000,0.175345
1.742000,0.175170
1.743000,0.174995
1.744000,0.174820
1.745000,0.174645
1.746000,0.174470
1.747000,0.174296
1.748000,0.174122
1.749000,0.173948
1.750000,0.173774
1.751000,0.173600
1.752000,0.173427
1.753000,0.173253
1.754000,0.173080
1.755000,0.172907
1.756000,0.172734
1.757000,0.172562
1.758000,0.172389
1.759000,0.172217
1.760000,0.172045
1.761000,0.171873
1.762000,0.171701
1.763000,0.171530
1.764000,0.171358
1.765000,0.171187
1.766000,0.171016
1.767000,0.170845
1.768000,0.170674
1.769000,0.170503
1.770000,0.170333
1.771000,0.170163
1.772000,0.169993
1.773000,0.169823
1.774000,0.169653
1.775000,0.169483
1.776000,0.169314
1.777000,0.169145
1.778000,0.168976
1.779000,0.168807
1.780000,0.168638
1.781000,0.168470
1.782000,0.168301
1.783000,0.168133
1.784000,0.167965
1.785000,0.167797
1.786000,0.167629
1.787000,0.167462
1.788000,0.167294
1.789000,0.167127
1.790000,0.166960
1.791000,0.166793
1.792000,0.166627
1.793000,0.166460
1.794000,0.166294
1.795000,0.166127
1.796000,0.165961
1.797000,0.165796
1.798000,0.165630
1.799000,0.165464
1.800000,0.165299
1.801000,0.165134
1.802000,0.164969
1.803000,0.164804
1.804000,0.164639
1.805000,0.164474
1.806000,0.164310
1.807000,0.164146
1.808000,0.163982
1.809000,0.163818
1.810000,0.163654
1.811000,0.163491
1.812000,0.163327
1.813000,0.163164
1.814000,0.163001
1.815000,0.162838
1.816000,0.162675
1.817000,0.162513
1.818000,0.162350
1.819000,0.162188
1.820000,0.162026
1.821000,0.161864
1.822000,0.161702
1.823000,0.161540
1.824000,0.161379
1.825000,0.161218
1.826000,0.161057
1.827000,0.160896
1.828000,0.160735
1.829000,0.160574
1.830000,0.160414
1.831000,0.160253
1.832000,0.160093
1.833000,0.159933
1.834000,0.159773
1.835000,0.159614
1.836000,0.159454
1.837000,0.159295
1.838000,0.159135
1.839000,0.158976
1.840000,0.158817
1.841000,0.158659
1.842000,0.158500
1.843000,0.158342
1.844000,0.158183
1.845000,0.158025
1.846000,0.157867
1.847000,0.157710
1.848000,0.157552
1.849000,0.157394
1.850000,0.157237
1.851000,0.157080
1.852000,0.156923
1.853000,0.156766
1.854000,0.156609
1.855000,0.156453
1.856000,0.156297
1.857000,0.156140
1.858000,0.155984
1.859000,0.155828
1.860000,0.155673
1.861000,0.155517
1.862000,0.155362
1.863000,0.155206
1.864000,0.155051
1.865000,0.154896
1.866000,0.154741
1.867000,0.154587
1.868000,0.154432
1.869000,0.154278
1.870000,0.154124
1.871000,0.153970
1.872000,0.153816
1.873000,0.153662
1.874000,0.153508
1.875000,0.153355
1.876000,0.153202
1.877000,0.153049
1.878000,0.152896
1.879000,0.152743
1.880000,0.152590
1.881000,0.152438
1.882000,0.152285
1.883000,0.152133
1.884000,0.151981
1.885000,0.151829
1.886000,0.151677
1.887000,0.151526
1.888000,0.151374
1.889000,0.151223
1.890000,0.151072
1.891000,0.150921
1.892000,0.150770
1.893000,0.150619
1.894000,0.150469
1.895000,0.150318
1.896000,0.150168
1.897000,0.150018
1.898000,0.149868
1.899000,0.149718
1.900000,0.149569
1.901000,0.149419
1.902000,0.149270
1.903000,0.149121
1.904000,0.148972
1.905000,0.148823
1.906000,0.148674
1.907000,0.148525
1.908000,0.148377
1.909000,0.148229
1.910000,0.148080
1.911000,0.147932
1.912000,0.147785
1.913000,0.147637
1.914000,0.147489
1.915000,0.147342
1.916000,0.147195
1.917000,0.147047
1.918000,0.146900
1.919000,0.146754
1.920000,0.146607
1.921000,0.146460
1.922000,0.146314
1.923000,0.146168
1.924000,0.146022
1.925000,0.145876
1.926000,0.145730
1.927000,0.145584
1.928000,0.145439
1.929000,0.145293
1.930000,0.145148
1.931000,0.145003
1.932000,0.144858
1.933000,0.144713
1.934000,0.144569
1.935000,0.144424
1.936000,0.144280
1.937000,0.144136
1.938000,0.143992
1.939000,0.143848
1.940000,0.143704
1.941000,0.143560
1.942000,0.143417
1.943000,0.143273
1.944000,0.143130
1.945000,0.142987
1.946000,0.142844
1.947000,0.142702
1.948000,0.142559
1.949000,0.142416
1.950000,0.142274
1.951000,0.142132
1.952000,0.141990
1.953000,0.141848
1.954000,0.141706
1.955000,0.141564
1.956000,0.141423
1.957000,0.141282
1.958000,0.141140
1.959000,0.140999
1.960000,0.140858
1.961000,0.140718
1.962000,0.140577
1.963000,0.140436
1.964000,0.140296
1.965000,0.140156
1.966000,0.140016
1.967000,0.139876
1.968000,0.139736
1.969000,0.139596
1.970000,0.139457
1.971000,0.139317
1.972000,0.139178
1.973000,0.139039
1.974000,0.138900
1.975000,0.138761
1.976000,0.138623
1.977000,0.138484
1.978000,0.138346
1.979000,0.138207
1.980000,0.138069
1.981000,0.137931
1.982000,0.137793
1.983000,0.137656
1.984000,0.137518
1.985000,0.137381
1.986000,0.137243
1.987000,0.137106
1.988000,0.136969
1.989000,0.136832
1.990000,0.136695
1.991000,0.136559
1.992000,0.136422
1.993000,0.136286
1.994000,0.136150
1.995000,0.136014
1.996000,0.135878
1.997000,0.135742
1.998000,0.135606
1.999000,0.135471
2.000000,0.135335
2.001000,0.135200
2.002000,0.135065
2.003000,0.134930
2.004000,0.134795
2.005000,0.134660
2.006000,0.134526
2.007000,0.134391
2.008000,0.134257
2.009000,0.134123
2.010000,0.133989
2.011000,0.133855
2.012000,0.133721
2.013000,0.133587
2.014000,0.133454
2.015000,0.133320
2.016000,0.133187
2.017000,0.133054
2.018000,0.132921
2.019000,0.132788
2.020000,0.132655
2.021000,0.132523
2.022000,0.132390
2.023000,0.132258
2.024000,0.132126
2.025000,0.131994
2.026000,0.131862
2.027000,0.131730
2.028000,0.131598
2.029000,0.131467
2.030000,0.131336
2.031000,0.131204
2.032000,0.131073
2.033000,0.130942
2.034000,0.130811
2.035000,0.130680
2.036000,0.130550
2.037000,0.130419
2.038000,0.130289
2.039000,0.130159
2.040000,0.130029
2.041000,0.129899
2.042000,0.129769
2.043000,0.129639
2.044000,0.129510
2.045000,0.129380
2.046000,0.129251
2.047000,0.129122
2.048000,0.128993
2.049000,0.128864
2.050000,0.128735
2.051000,0.128606
2.052000,0.128478
2.053000,0.128349
2.054000,0.128221
2.055000,0.128093
2.056000,0.127965
2.057000,0.127837
2.058000,0.127709
2.059000,0.127581
2.060000,0.127454
2.061000,0.127327
2.062000,0.127199
2.063000,0.127072
2.064000,0.126945
2.065000,0.126818
2.066000,0.126692
2.067000,0.126565
2.068000,0.126438
2.069000,0.126312
2.070000,0.126186
2.071000,0.126060
2.072000,0.125934
2.073000,0.125808
2.074000,0.125682
2.075000,0.125556
2.076000,0.125431
2.077000,0.125306
2.078000,0.125180
2.079000,0.125055
2.080000,0.124930
2.081000,0.124805
2.082000,0.124681
2.083000,0.124556
2.084000,0.124431
2.085000,0.124307
2.086000,0.124183
2.087000,0.124059
2.088000,0.123935
2.089000,0.123811
2.090000,0.123687
2.091000,0.123564
2.092000,0.123440
2.093000,0.123317
2.094000,0.123193
2.095000,0.123070
2.096000,0.122947
2.097000,0.122824
2.098000,0.122702
2.099000,0.122579
2.100000,0.122456
2.101000,0.122334
2.102000,0.122212
2.103000,0.122090
2.104000,0.121968
2.105000,0.121846
2.106000,0.121724
2.107000,0.121602
2.108000,0.121481
2.109000,0.121359
2.110000,0.121238
2.111000,0.121117
2.112000,0.120996
2.113000,0.120875
2.114000,0.120754
2.115000,0.120633
2.116000,0.120513
2.117000,0.120392
2.118000,0.120272
2.119000,0.120152
2.120000,0.120032
2.121000,0.119912
2.122000,0.119792
2.123000,0.119672
2.124000,0.119552
2.125000,0.119433
2.126000,0.119314
2.127000,0.119194
2.128000,0.119075
2.129000,0.118956
2.130000,0.118837
2.131000,0.118719
2.132000,0.118600
2.133000,0.118481
2.134000,0.118363
2.135000,0.118245
2.136000,0.118126
2.137000,0.118008
2.138000,0.117890
2.139000,0.117773
2.140000,0.117655
2.141000,0.117537
2.142000,0.117420
2.143000,0.117302
2.144000,0.117185
2.145000,0.117068
2.146000,0.116951
2.147000,0.116834
2.148000,0.116717
2.149000,0.116601
2.150000,0.116484
2.151000,0.116368
2.152000,0.116251
2.153000,0.116135
2.154000,0.116019
2.155000,0.115903
2.156000,0.115787
2.157000,0.115672
2.158000,0.115556
2.159000,0.115441
2.160000,0.115325
2.161000,0.115210
2.162000,0.115095
2.163000,0.114980
2.164000,0.114865
2.165000,0.114750
2.166000,0.114635
2.167000,0.114521
2.168000,0.114406
2.169000,0.114292
2.170000,0.114178
2.171000,0.114063
2.172000,0.113949
2.173000,0.113836
2.174000,0.113722
2.175000,0.113608
2.176000,0.113495
2.177000,0.113381
2.178000,0.113268
2.179000,0.113155
2.180000,0.113042
2.181000,0.112929
2.182000,0.112816
2.183000,0.112703
2.184000,0.112590
2.185000,0.112478
2.186000,0.112365
2.187000,0.112253
2.188000,0.112141
2.189000,0.112029
2.190000,0.111917
2.191000,0.111805
2.192000,0.111693
2.193000,0.111582
2.194000,0.111470
2.195000,0.111359
2.196000,0.111247
2.197000,0.111136
2.198000,0.111025
2.199000,0.110914
2.200000,0.110803
2.201000,0.110692
2.202000,0.110582
2.203000,0.110471
2.204000,0.110361
2.205000,0.110251
2.206000,0.110140
2.207000,0.110030
2.208000,0.109920
2.209000,0.109810
2.210000,0.109701
2.211000,0.109591
2.212000,0.109481
2.213000,0.109372
2.214000,0.109263
2.215000,0.109154
2.216000,0.109044
2.217000,0.108935
2.218000,0.108827
2.219000,0.108718
2.220000,0.108609
2.221000,0.108501
2.222000,0.108392
2.223000,0.108284
2.224000,0.108176
2.225000,0.108067
2.226000,0.107959
2.227000,0.107851
2.228000,0.107744
2.229000,0.107636
2.230000,0.107528
2.231000,0.107421
2.232000,0.107314
2.233000,0.107206
2.234000,0.107099
2.235000,0.106992
2.236000,0.106885
2.237000,0.106778
2.238000,0.106672
2.239000,0.106565
2.240000,0.106459
2.241000,0.106352
2.242000,0.106246
2.243000,0.106140
2.244000,0.106034
2.245000,0.105928
2.246000,0.105822
2.247000,0.105716
2.248000,0.105610
2.249000,0.105505
2.250000,0.105399
2.251000,0.105294
2.252000,0.105189
2.253000,0.105084
2.254000,0.104978
2.255000,0.104874
2.256000,0.104769
2.257000,0.104664
2.258000,0.104559
2.259000,0.104455
2.260000,0.104350
2.261000,0.104246
2.262000,0.104142
2.263000,0.104038
2.264000,0.103934
2.265000,0.103830
2.266000,0.103726
2.267000,0.103623
2.268000,0.103519
2.269000,0.103416
2.270000,0.103312
2.271000,0.103209
2.272000,0.103106
2.273000,0.103003
2.274000,0.102900
2.275000,0.102797
2.276000,0.102694
2.277000,0.102592
2.278000,0.102489
2.279000,0.102387
2.280000,0.102284
2.281000,0.102182
2.282000,0.102080
2.283000,0.101978
2.284000,0.101876
2.285000,0.101774
2.286000,0.101672
2.287000,0.101571
2.288000,0.101469
2.289000,0.101368
2.290000,0.101266
2.291000,0.101165
2.292000,0.101064
2.293000,0.100963
2.294000,0.100862
2.295000,0.100761
2.296000,0.100661
2.297000,0.100560
2.298000,0.100460
2.299000,0.100359
2.300000,0.100259
2.301000,0.100159
2.302000,0.100059
2.303000,0.099959
2.304000,0.099859
2.305000,0.099759
2.306000,0.099659
2.307000,0.099559
2.308000,0.099460
2.309000,0.099361
2.310000,0.099261
2.311000,0.099162
2.312000,0.099063
2.313000,0.098964
2.314000,0.098865
2.315000,0.098766
2.316000,0.098667
2.317000,0.098569
2.318000,0.098470
2.319000,0.098372
2.320000,0.098274
2.321000,0.098175
2.322000,0.098077
2.323000,0.097979
2.324000,0.097881
2.325000,0.097783
2.326000,0.097686
2.327000,0.097588
2.328000,0.097491
2.329000,0.097393
2.330000,0.097296
2.331000,0.097198
2.332000,0.097101
2.333000,0.097004
2.334000,0.096907
2.335000,0.096810
2.336000,0.096714
2.337000,0.096617
2.338000,0.096520
2.339000,0.096424
2.340000,0.096328
2.341000,0.096231
2.342000,0.096135
2.343000,0.096039
2.344000,0.095943
2.345000,0.095847
2.346000,0.095751
2.347000,0.095656
2.348000,0.095560
2.349000,0.095465
2.350000,0.095369
2.351000,0.095274
2.352000,0.095179
2.353000,0.095083
2.354000,0.094988
2.355000,0.094894
2.356000,0.094799
2.357000,0.094704
2.358000,0.094609
2.359000,0.094515
2.360000,0.094420
2.361000,0.094326
2.362000,0.094232
2.363000,0.094137
2.364000,0.094043
2.365000,0.093949
2.366000,0.093855
2.367000,0.093762
2.368000,0.093668
2.369000,0.093574
2.370000,0.093481
2.371000,0.093387
2.372000,0.093294
2.373000,0.093201
2.374000,0.093108
2.375000,0.093014
2.376000,0.092922
2.377000,0.092829
2.378000,0.092736
2.379000,0.092643
2.380000,0.092551
2.381000,0.092458
2.382000,0.092366
2.383000,0.092273
2.384000,0.092181
2.385000,0.092089
2.386000,0.091997
2.387000,0.091905
2.388000,0.091813
2.389000,0.091721
2.390000,0.091630
2.391000,0.091538
2.392000,0.091447
2.393000,0.091355
2.394000,0.091264
2.395000,0.091173
2.396000,0.091082
2.397000,0.090991
2.398000,0.090900
2.399000,0.090809
2.400000,0.090718
2.401000,0.090627
2.402000,0.090537
2.403000,0.090446
2.404000,0.090356
2.405000,0.090265
2.406000,0.090175
2.407000,0.090085
2.408000,0.089995
2.409000,0.089905
2.410000,0.089815
2.411000,0.089726
2.412000,0.089636
2.413000,0.089546
2.414000,0.089457
2.415000,0.089367
2.416000,0.089278
2.417000,0.089189
2.418000,0.089100
2.419000,0.089011
2.420000,0.088922
2.421000,0.088833
2.422000,0.088744
2.423000,0.088655
2.424000,0.088567
2.425000,0.088478
2.426000,0.088390
2.427000,0.088301
2.428000,0.088213
2.429000,0.088125
2.430000,0.088037
2.431000,0.087949
2.432000,0.087861
2.433000,0.087773
2.434000,0.087685
2.435000,0.087598
2.436000,0.087510
2.437000,0.087423
2.438000,0.087335
2.439000,0.087248
2.440000,0.087161
2.441000,0.087074
2.442000,0.086987
2.443000,0.086900
2.444000,0.086813
2.445000,0.086726
2.446000,0.086639
2.447000,0.086553
2.448000,0.086466
2.449000,0.086380
2.450000,0.086294
2.451000,0.086207
2.452000,0.086121
2.453000,0.086035
2.454000,0.085949
2.455000,0.085863
2.456000,0.085777
2.457000,0.085692
2.458000,0.085606
2.459000,0.085520
2.460000,0.085435
2.461000,0.085350
2.462000,0.085264
2.463000,0.085179
2.464000,0.085094
2.465000,0.085009
2.466000,0.084924
2.467000,0.084839
2.468000,0.084754
2.469000,0.084669
2.470000,0.084585
2.471000,0.084500
2.472000,0.084416
2.473000,0.084331
2.474000,0.084247
2.475000,0.084163
2.476000,0.084079
2.477000,0.083995
2.478000,0.083911
2.479000,0.083827
2.480000,0.083743
2.481000,0.083660
2.482000,0.083576
2.483000,0.083492
2.484000,0.083409
2.485000,0.083326
2.486000,0.083242
2.487000,0.083159
2.488000,0.083076
2.489000,0.082993
2.490000,0.082910
2.491000,0.082827
2.492000,0.082744
2.493000,0.082662
2.494000,0.082579
2.495000,0.082496
2.496000,0.082414
2.497000,0.082332
2.498000,0.082249
2.499000,0.082167
2.500000,0.082085
2.501000,0.082003
2.502000,0.081921
2.503000,0.081839
2.504000,0.081757
2.505000,0.081676
2.506000,0.081594
2.507000,0.081512
2.508000,0.081431
2.509000,0.081350
2.510000,0.081268
2.511000,0.081187
2.512000,0.081106
2.513000,0.081025
2.514000,0.080944
2.515000,0.080863
2.516000,0.080782
2.517000,0.080701
2.518000,0.080621
2.519000,0.080540
2.520000,0.080460
2.521000,0.080379
2.522000,0.080299
2.523000,0.080219
2.524000,0.080138
2.525000,0.080058
2.526000,0.079978
2.527000,0.079898
2.528000,0.079818
2.529000,0.079739
2.530000,0.079659
2.531000,0.079579
2.532000,0.079500
2.533000,0.079420
2.534000,0.079341
2.535000,0.079262
2.536000,0.079182
2.537000,0.079103
2.538000,0.079024
2.539000,0.078945
2.540000,0.078866
2.541000,0.078788
2.542000,0.078709
2.543000,0.078630
2.544000,0.078552
2.545000,0.078473
2.546000,0.078395
2.547000,0.078316
2.548000,0.078238
2.549000,0.078160
2.550000,0.078082
2.551000,0.078004
2.552000,0.077926
2.553000,0.077848
2.554000,0.077770
2.555000,0.077692
2.556000,0.077615
2.557000,0.077537
2.558000,0.077460
2.559000,0.077382
2.560000,0.077305
2.561000,0.077227
2.562000,0.077150
2.563000,0.077073
2.564000,0.076996
2.565000,0.076919
2.566000,0.076842
2.567000,0.076765
2.568000,0.076689
2.569000,0.076612
2.570000,0.076536
2.571000,0.076459
2.572000,0.076383
2.573000,0.076306
2.574000,0.076230
2.575000,0.076154
2.576000,0.076078
2.577000,0.076002
2.578000,0.075926
2.579000,0.075850
2.580000,0.075774
2.581000,0.075698
2.582000,0.075623
2.583000,0.075547
2.584000,0.075472
2.585000,0.075396
2.586000,0.075321
2.587000,0.075245
2.588000,0.075170
2.589000,0.075095
2.590000,0.075020
2.591000,0.074945
2.592000,0.074870
2.593000,0.074795
2.594000,0.074721
2.595000,0.074646
2.596000,0.074571
2.597000,0.074497
2.598000,0.074422
2.599000,0.074348
2.600000,0.074274
2.601000,0.074199
2.602000,0.074125
2.603000,0.074051
2.604000,0.073977
2.605000,0.073903
2.606000,0.073829
2.607000,0.073755
2.608000,0.073682
2.609000,0.073608
2.610000,0.073535
2.611000,0.073461
2.612000,0.073388
2.613000,0.073314
2.614000,0.073241
2.615000,0.073168
2.616000,0.073095
2.617000,0.073022
2.618000,0.072949
2.619000,0.072876
2.620000,0.072803
2.621000,0.072730
2.622000,0.072657
2.623000,0.072585
2.624000,0.072512
2.625000,0.072440
2.626000,0.072367
2.627000,0.072295
2.628000,0.072223
2.629000,0.072151
2.630000,0.072078
2.631000,0.072006
2.632000,0.071934
2.633000,0.071863
2.634000,0.071791
2.635000,0.071719
2.636000,0.071647
2.637000,0.071576
2.638000,0.071504
2.639000,0.071433
2.640000,0.071361
2.641000,0.071290
2.642000,0.071219
2.643000,0.071148
2.644000,0.071076
2.645000,0.071005
2.646000,0.070934
2.647000,0.070863
2.648000,0.070793
2.649000,0.070722
2.650000,0.070651
2.651000,0.070581
2.652000,0.070510
2.653000,0.070440
2.654000,0.070369
2.655000,0.070299
2.656000,0.070229
2.657000,0.070158
2.658000,0.070088
2.659000,0.070018
2.660000,0.069948
2.661000,0.069878
2.662000,0.069808
2.663000,0.069739
2.664000,0.069669
2.665000,0.069599
2.666000,0.069530
2.667000,0.069460
2.668000,0.069391
2.669000,0.069322
2.670000,0.069252
2.671000,0.069183
2.672000,0.069114
2.673000,0.069045
2.674000,0.068976
2.675000,0.068907
2.676000,0.068838
2.677000,0.068769
2.678000,0.068700
2.679000,0.068632
2.680000,0.068563
2.681000,0.068495
2.682000,0.068426
2.683000,0.068358
2.684000,0.068289
2.685000,0.068221
2.686000,0.068153
2.687000,0.068085
2.688000,0.068017
2.689000,0.067949
2.690000,0.067881
2.691000,0.067813
2.692000,0.067745
2.693000,0.067678
2.694000,0.067610
2.695000,0.067542
2.696000,0.067475
2.697000,0.067407
2.698000,0.067340
2.699000,0.067273
2.700000,0.067206
2.701000,0.067138
2.702000,0.067071
2.703000,0.067004
2.704000,0.066937
2.705000,0.066870
2.706000,0.066803
2.707000,0.066737
2.708000,0.066670
2.709000,0.066603
2.710000,0.066537
2.711000,0.066470
2.712000,0.066404
2.713000,0.066337
2.714000,0.066271
2.715000,0.066205
2.716000,0.066139
2.717000,0.066073
2.718000,0.066007
2.719000,0.065941
2.720000,0.065875
2.721000,0.065809
2.722000,0.065743
2.723000,0.065677
2.724000,0.065612
2.725000,0.065546
2.726000,0.065481
2.727000,0.065415
2.728000,0.065350
2.729000,0.065285
2.730000,0.065219
2.731000,0.065154
2.732000,0.065089
2.733000,0.065024
2.734000,0.064959
2.735000,0.064894
2.736000,0.064829
2.737000,0.064764
2.738000,0.064700
2.739000,0.064635
2.740000,0.064570
2.741000,0.064506
2.742000,0.064441
2.743000,0.064377
2.744000,0.064313
2.745000,0.064248
2.746000,0.064184
2.747000,0.064120
2.748000,0.064056
2.749000,0.063992
2.750000,0.063928
2.751000,0.063864
2.752000,0.063800
2.753000,0.063736
2.754000,0.063673
2.755000,0.063609
2.756000,0.063545
2.757000,0.063482
2.758000,0.063418
2.759000,0.063355
2.760000,0.063292
2.761000,0.063229
2.762000,0.063165
2.763000,0.063102
2.764000,0.063039
2.765000,0.062976
2.766000,0.062913
2.767000,0.062850
2.768000,0.062787
2.769000,0.062725
2.770000,0.062662
2.771000,0.062599
2.772000,0.062537
2.773000,0.062474
2.774000,0.062412
2.775000,0.062349
2.776000,0.062287
2.777000,0.062225
2.778000,0.062163
2.779000,0.062101
2.780000,0.062039
2.781000,0.061976
2.782000,0.061915
2.783000,0.061853
2.784000,0.061791
2.785000,0.061729
2.786000,0.061667
2.787000,0.061606
2.788000,0.061544
2.789000,0.061483
2.790000,0.061421
2.791000,0.061360
2.792000,0.061298
2.793000,0.061237
2.794000,0.061176
2.795000,0.061115
2.796000,0.061054
2.797000,0.060993
